0,0,1
(2*Sqrt[10]*Sin[(3*Pi)/14])/7,(2*Sqrt[10]*Cos[(3*Pi)/14])/7,-3/7
(-4*Sqrt[3]*Sin[Pi/14])/7,(4*Sqrt[3]*Cos[Pi/14])/7,1/7
(-2*Sqrt[6]*Cos[Pi/7])/7,(2*Sqrt[6]*Sin[Pi/7])/7,5/7
(-2*Sqrt[6]*Cos[Pi/7])/7,(-2*Sqrt[6]*Sin[Pi/7])/7,-5/7
(-4*Sqrt[3]*Sin[Pi/14])/7,(-4*Sqrt[3]*Cos[Pi/14])/7,-1/7
(2*Sqrt[10]*Sin[(3*Pi)/14])/7,(-2*Sqrt[10]*Cos[(3*Pi)/14])/7,3/7
