0,0,1
(Sqrt[3/2]*(-1 + Sqrt[5]))/5,(2*Sqrt[6*(5/8 + Sqrt[5]/8)])/5,1/5
(-1 - Sqrt[5])/5,(4*Sqrt[5/8 - Sqrt[5]/8])/5,-3/5
(-1 - Sqrt[5])/5,(-4*Sqrt[5/8 - Sqrt[5]/8])/5,3/5
(Sqrt[3/2]*(-1 + Sqrt[5]))/5,(-2*Sqrt[6*(5/8 + Sqrt[5]/8)])/5,-1/5
